code;family_variant;parent;categories;climate;description;price;name;url_key;pattern;style_bottom;style_general;image;small_image;thumbnail
MS04;top_color_size;;default_category_men_tops_tees;climate_all_weather,climate_indoor,climate_warm;"<p>When the training gets intense, the Gobi HeatTec&reg; Tee works as hard as you do to maintain your cool. The moisture-wicking material promises drier comfort, while breathable side panels deliver extra stretch that's sure to keep you moving.</p>
<p>&bull; Orange micropolyester shirt.<br />&bull; HeatTec&reg; wicking fabric.<br />&bull; Crew neckline. <br />&bull; Machine wash/dry.</p>";29;"Gobi HeatTec&reg; Tee";gobi-heattec-reg-tee;pattern_solid;;style_general_tee;m/s/ms04-orange_main.jpg;m/s/ms04-orange_main.jpg;m/s/ms04-orange_main.jpg
MS05;top_color_size;;default_category_men_tops_tees,default_category_collections_eco_friendly,default_category;climate_all_weather,climate_indoor,climate_warm;"<p>Pumping iron or dialing the track, you've got cool comfort on your side in our short-sleeve Helios EverCool&trade; Tee. The fabric is infused with moisture-wicking technology that pulls sweat off your skin for speedy evaporation. Stretchy fabric gussets encourage ventilation while increasing your range of motion.</p>
<p>&bull; Teal quick dry tee.<br />&bull; Relaxed fit. <br />&bull; Crew neckline. <br />&bull; Machine wash/dry.</p>";24;"Helios EverCool&trade; Tee";helios-evercool-trade-tee;pattern_solid;;style_general_tee;m/s/ms05-blue_main.jpg;m/s/ms05-blue_main.jpg;m/s/ms05-blue_main.jpg
MS06;top_color_size;;default_category_men_tops_tees;climate_all_weather,climate_indoor,climate_warm;"<p>This short-sleeve wonder works twice as hard to give you good gym days and good looks. The Zoltan Gym Tee helps you stay comfortable, while the looser sleeves and flatlock seams keep you moving in chafe-free comfort.</p>
<p>&bull; Relaxed fit. <br />&bull; Crew neckline. <br />&bull; Machine wash/dry.</p>";29;Zoltan Gym Tee;zoltan-gym-tee;pattern_solid;;style_general_tee;m/s/ms06-blue_main.jpg;m/s/ms06-blue_main.jpg;m/s/ms06-blue_main.jpg
MS07;top_color_size;;default_category_men_tops_tees;climate_all_weather,climate_cool,climate_indoor,climate_warm;"<p>When you're training, ordinary tees don't cut it. That's why the Dion Long-Sleeve EverCool&trade; Tee features revolutionary Cocona&reg; fabric derived from a renewable resource: coconut shells. This unique material protects you from harmful UV rays, wicks away sweat, controls stink and dries quickly.</p>
<p>&bull; Fitted. <br />&bull; Contrast inner neck tape. <br />&bull; Machine wash/dry.</p>";39;"Deion Long-Sleeve EverCool&trade; Tee";deion-long-sleeve-evercool-trade-tee;pattern_solid;;style_general_tee;m/s/ms07-green_main.jpg;m/s/ms07-green_main.jpg;m/s/ms07-green_main.jpg
MS08;top_color_size;;default_category_men_tops_tees;climate_all_weather,climate_cool,climate_indoor,climate_warm;"<p>While grit and purpose keep you going, it helps to have a little extra comfort, too. Our Strike Long-Sleeve Endurance Tee helps ensures a photo-ready finish with advanced sweat-wicking technology for a cool, dry feel.</p>
<p>&bull; Loose fit. <br />&bull; Ribbed cuffs/collar. <br />&bull; Machine wash/dry.</p>";39;Strike Endurance Tee;strike-endurance-tee;pattern_solid;;style_general_tee;m/s/ms08-black_main.jpg;m/s/ms08-black_main.jpg;m/s/ms08-black_main.jpg
MS09;top_color_size;;default_category_men_tops_tees;climate_all_weather,climate_indoor,climate_warm;"<p>The crew-neck Ryker LumaTech&trade; Tee hides premium performance technology beneath unassuming looks. The featherweight blend of fabrics wicks away moisture to keep you cool and dry in every phase of your active life.</p>
<p>&bull; Royal polyester tee with black accents.<br />&bull; Relaxed fit. <br />&bull; Short-Sleeve. <br />&bull; Machine wash/dry.</p>";32;"Ryker LumaTech&trade; Tee (Crew-neck)";ryker-lumatech-trade-tee-crew-neck;pattern_solid;;style_general_tee;m/s/ms09-blue_main.jpg;m/s/ms09-blue_main.jpg;m/s/ms09-blue_main.jpg
MS10;top_color_size;;default_category_men_tops_tees;climate_all_weather,climate_indoor,climate_warm;"<p>Soft and lightweight, the Logan HeatTec&reg; Tee gets you through the long haul in total comfort. It boasts superior sweat-wicking performance to keep skin dry and cool, and strategic flat-lock seams to resist chafing.</p>
<p>&bull; Semi-fitted. <br />&bull; Crew neckline. <br />&bull; Machine wash/tumble dry.</p>";24;"Logan  HeatTec&reg; Tee";logan-heattec-reg-tee;pattern_solid;;style_general_tee;m/s/ms10-blue_main.jpg;m/s/ms10-blue_main.jpg;m/s/ms10-blue_main.jpg
MS11;top_color_size;;default_category_men_tops_tees;climate_all_weather,climate_indoor,climate_warm;"<p>Reach your limit and keep on going in the Atomic Endurance Running Tee. Built to help any athlete push past the wall with loads of performance features.</p>
<p>&bull; Lime heathered v-neck tee. <br />&bull; Ultra-lightweight.<br />&bull; Moisture-wicking Cocona&reg; fabric.<br />&bull; Machine wash/dry.</p>";28;Atomic Endurance Running Tee (V-neck);atomic-endurance-running-tee-v-neck;pattern_solid;;style_general_tee;m/s/ms11-green_main.jpg;m/s/ms11-green_main.jpg;m/s/ms11-green_main.jpg
MS12;top_color_size;;default_category_men_tops_tees;climate_all_weather,climate_indoor,climate_warm;"<p>Like it's v-neck counterpart, the crew-neck Atomic Tee will get you to your goal and beyond with its many load-bearing features: ultra-lightweight, moisture-wicking Cocona&reg; fabric, chafe-free flatlock seams and an ergonomic cut that moves with your body.</p>
<p>&bull; Red polyester tee.<br />&bull; Crew neckline. <br />&bull; Cocona&reg; performance fabric. <br />&bull; Machine wash/dry.</p>";29;Atomic Endurance Running Tee (Crew-Neck);atomic-endurance-running-tee-crew-neck;pattern_solid;;style_general_tee;m/s/ms12-red_main.jpg;m/s/ms12-red_main.jpg;m/s/ms12-red_main.jpg
MSH01;bottom_color_size;;default_category_men_bottoms_shorts,default_category_collections_erin_recommends,default_category;climate_all_weather,climate_indoor,climate_hot;"<p>It's not rocket surgery: the hotter your conditions, the more you need to stay cool. That's why the Cobalt CoolTech&trade; Fitness Short features built-in technology and side perforations that keep you ventilated and comfortable for the distance. The elastic waist promises a personalized fit.</p>
<p>&bull; Light blue nylon shorts.<br />&bull; Relaxed fit. <br />&bull; 5"" inseam. <br />&bull; Machine wash/dry.</p>";44;"Cobalt CoolTech&trade; Fitness Short";cobalt-cooltech-trade-fitness-short;pattern_solid;style_bottom_workout_pants,style_bottom_base_layer;;m/s/msh01-blue_main.jpg;m/s/msh01-blue_main.jpg;m/s/msh01-blue_main.jpg
MSH02;bottom_color_size;;default_category_men_bottoms_shorts;climate_all_weather,climate_indoor,climate_warm;"<p>Fleet of foot or slow and steady, you'll be in complete comfort with the Apollo Running Short. Lightweight polyester material lets you move with ease, and mesh side panels promise plenty of ventilation as you work up a sweat. The stretchy elastic waistband delivers a flexible fit.</p>
<p>&bull; Black shorts with green accents.<br />&bull; Side pockets. <br />&bull; 4"" inseam. <br />&bull; Machine wash/dry.</p>";32.5;Apollo Running Short;apollo-running-short;pattern_solid;style_bottom_workout_pants,style_bottom_base_layer;;m/s/msh02-black_main.jpg;m/s/msh02-black_main.jpg;m/s/msh02-black_main.jpg
MSH03;bottom_color_size;;default_category_men_bottoms_shorts,default_category_collections_performance_fabrics,default_category;climate_all_weather,climate_spring,climate_warm;"<p>Step into the Meteor Workout Short for an incredibly lightweight fitness experience. Its breathable construction and an inner brief provide additional comfort and support, while the adjustable waistband offers the perfect fit to take you to the finish.</p>
<p>&bull; Royal blue shorts with light blue accents.<br />&bull; Interior drawstring waistband. <br />&bull; 7"" inseam. <br />&bull; Machine wash/dry.</p>";32.5;Meteor Workout Short;meteor-workout-short;pattern_solid;style_bottom_workout_pants,style_bottom_base_layer;;m/s/msh03-blue_main.jpg;m/s/msh03-blue_main.jpg;m/s/msh03-blue_main.jpg
MSH04;bottom_color_size;;default_category_men_bottoms_shorts;climate_indoor,climate_hot,climate_mild,climate_spring,climate_warm;"<p>Take a turn in the Torque Power Short and enjoy the smooth, motion-friendly stretch and sweat-wicking, UV-protective material. You'll stay cool, dry and energized miles later.</p>
<p>&bull; Light gray shorts.<br />&bull; Fitted design. <br />&bull; Elastic waistband. <br />&bull; Flat-seam construction. <br />&bull; 7"" inseam. <br />&bull; Machine wash/dry.</p>";32.5;Torque Power Short;torque-power-short;pattern_solid;style_bottom_workout_pants,style_bottom_base_layer;;m/s/msh04-gray_main.jpg;m/s/msh04-gray_main.jpg;m/s/msh04-gray_main.jpg
MSH05;bottom_color_size;;default_category_men_bottoms_shorts,default_category_collections_performance_fabrics,default_category;climate_indoor,climate_spring,climate_warm;"<p>What more do you need than a sporty yoga short made with organic cotton and a little spandex for mobility? The Hawkeye Yoga Short brings a stylish, standard fit you can sport with confidence outside the studio.</p>
<p>&bull; Dark gray shorts with red accents.<br />&bull; 92% Organic Cotton 8% Spandex.<br />&bull; Breathable stretch organic cotton.<br />&bull; Medium=8.0"" (21.0cm) inseam.</p>";29;Hawkeye Yoga Short;hawkeye-yoga-short;pattern_solid,pattern_striped;style_bottom_workout_pants,style_bottom_base_layer;;m/s/msh05-gray_main.jpg;m/s/msh05-gray_main.jpg;m/s/msh05-gray_main.jpg
MSH06;bottom_color_size;;default_category_men_bottoms_shorts,default_category_collections_new_luma_yoga_collection,default_category;climate_all_weather,climate_indoor,climate_hot,climate_warm;"<p>Some shorts are &ldquo;all-purpose,&rdquo; while the Lono Yoga Short has a single purpose: yoga. Soft, flexible outer material moves with your body, and a secure, integrated boxer brief liner gives you extra confidence as you push your physique to the outer limits.</p>
<p>&bull; Dark gray shorts with mesh accents.<br />&bull; Ultra flexible four-way stretch.<br />&bull; Flatlock seams and waistband.<br />&bull; Two pockets, phony fly.<br />&bull; Nylon/Lycra outer, Polyester/Lycra inner.</p>";32;Lono Yoga Short;lono-yoga-short;pattern_solid;style_bottom_workout_pants,style_bottom_base_layer,style_bottom_compression;;m/s/msh06-gray_main.jpg;m/s/msh06-gray_main.jpg;m/s/msh06-gray_main.jpg
MSH07;bottom_color_size;;default_category_men_bottoms_shorts,default_category_promotions_men_sale,default_category_collections_erin_recommends,default_category;climate_indoor,climate_spring,climate_warm;"<p>For those about to sweat, we support you with the Rapha Sports Short. The compression-fit liner surrounds your muscles with the stimulation they need to find your high gear, while moisture-wicking performance fabric helps prevents sweat build-up.</p>
<p>&bull; Black shorts with royal accents.<br />&bull; Compression liner. <br />&bull; Inseam: 8"". <br />&bull; Machine wash/dry.</p>";35;Rapha  Sports Short;rapha-sports-short;pattern_solid,pattern_striped;style_bottom_workout_pants,style_bottom_base_layer,style_bottom_compression;;m/s/msh07-black_main.jpg;m/s/msh07-black_main.jpg;m/s/msh07-black_main.jpg
MSH08;bottom_color_size;;default_category_men_bottoms_shorts,default_category_promotions_men_sale,default_category;climate_all_weather,climate_indoor,climate_hot;"<p>You're out of excuses not to run, lift, or play when you own a pair of the Orestes Fitness Short. You won't complain about the high-performance polyester wicking fabric, reflective safety trim or seamless built-in comfort brief, either.</p>
<p>&bull; Black shorts with dark gray accents.<br />&bull; Elasticized waistband with interior drawstring.<br />&bull; Ventilating mesh detailing.<br />&bull; 100% polyester and recycled polyester.<br />&bull; Machine wash cold, tumble dry low.</p>";35;Orestes Fitness Short;orestes-fitness-short;pattern_solid;style_bottom_workout_pants,style_bottom_base_layer;;m/s/msh08-black_main.jpg;m/s/msh08-black_main.jpg;m/s/msh08-black_main.jpg
MSH09;bottom_color_size;;default_category_men_bottoms_shorts,default_category_collections_performance_fabrics,default_category;climate_indoor,climate_hot,climate_warm;"<p>The versatile, all-purpose Troy Yoga Short is knee-lengthed with an elastic waistband with drawstring, making it comfortably flexible. The removable LumaTech&trade; wicking liner is also bacteria resistant.</p>
<p>&bull; Navy polyester pinstripe shorts.<br />&bull; Woven fabric with moderate stretch.<br />&bull; 62% cotton/34% nylon/4% spandex.<br />&bull; LumaTech&trade; lining.</p>";24;Troy Yoga Short;troy-yoga-short;pattern_solid;style_bottom_workout_pants,style_bottom_base_layer;;m/s/msh09-blue_main.jpg;m/s/msh09-blue_main.jpg;m/s/msh09-blue_main.jpg
MSH10;bottom_color_size;;default_category_men_bottoms_shorts,default_category_collections_new_luma_yoga_collection,default_category;climate_indoor,climate_hot,climate_warm;"<p>You'll let your fear go and push your limits in your new Sol Active Short. Featuring ultra-breathable performance fabric and a flat comfort-fit waistband, the Sol Active Short is perfect for high-intensity circuits or high-heat bikram.</p>
<p>&bull; Light blue jersey shorts with mesh detail.<br />&bull; 87% Spandex 13% Lycra.<br />&bull; Machine wash cold, tumble dry low.<br />&bull; Superior performance fabric.<br />&bull; Flat-lock seams.</p>";32;Sol Active Short;sol-active-short;pattern_solid;style_bottom_workout_pants,style_bottom_base_layer;;m/s/msh10-blue_main.jpg;m/s/msh10-blue_main.jpg;m/s/msh10-blue_main.jpg
MSH11;bottom_color_size;;default_category_men_bottoms_shorts;climate_all_weather,climate_indoor,climate_hot,climate_spring,climate_warm;"<p>The Arcadio Gym short is a basic-looking piece with a lot more than meets the eye: casual-yet-functional relaxed fit, comfortable waistband and adjustable drawstring. Everything you need, plus more.</p>
<p>&bull; Royal blue cotton shorts.<br />&bull; Built-in mesh brief. <br />&bull; 87% Spandex 13% Lycra.<br />&bull; Adjustable drawstring.</p>";20;Arcadio Gym Short;arcadio-gym-short;pattern_solid;style_bottom_workout_pants,style_bottom_base_layer,style_bottom_compression;;m/s/msh11-blue_main.jpg;m/s/msh11-blue_main.jpg;m/s/msh11-blue_main.jpg
MSH12;bottom_color_size;;default_category_men_bottoms_shorts,default_category_promotions_men_sale,default_category;climate_indoor,climate_hot,climate_warm;"<p>The Pierce Gym Short is similar to our Arcadio Gym Short, but designed with a fitted, tapered look. A flat waistband with an adjustable drawstring adds comfort, with zippered pockets for safe, easy storage.</p>
<p>&bull; Dark red cotton shorts. <br />&bull; 87% Supplex, 13% Lycra.<br />&bull; Adjustable drawstring waistband.<br />&bull; Built-in mesh brief.<br />&bull; Machine wash cold, tumble dry low.</p>";27;Pierce Gym Short;pierce-gym-short;pattern_solid;style_bottom_workout_pants,style_bottom_base_layer,style_bottom_compression,style_bottom_tights;;m/s/msh12-red_main.jpg;m/s/msh12-red_main.jpg;m/s/msh12-red_main.jpg
MT01;top_color_size;;default_category_men_tops_tanks;climate_all_weather,climate_indoor,climate_warm;"<p>A good running tank helps make the miles pass by keep you cool. The Erikssen CoolTech&trade; Fitness Tank completes that mission, with performance fabric engineered to wick perspiration and promote airflow.</p>
<p>&bull; Red performance tank.<br />&bull; Slight scoop neckline. <br />&bull; Reflectivity. <br />&bull; Machine wash/dry.</p>";29;"Erikssen CoolTech&trade; Fitness Tank";erikssen-cooltech-trade-fitness-tank;pattern_solid;;style_general_tank;m/t/mt01-red_main.jpg;m/t/mt01-red_main.jpg;m/t/mt01-red_main.jpg
MT02;top_color_size;;default_category_men_tops_tanks;climate_all_weather,climate_indoor,climate_warm;"<p>Push yourself through punishing runs, plyometric workouts, intense competition and more in our athletic Tristan Endurance Tank. Constructed with built-in moisture-wicking technology, it's designed to keep you completely cool and dry on the long haul.</p>
<p>&bull; White performance tank.<br />&bull; Stylish contrast stitching. <br />&bull; Relaxed fit. <br />&bull; Ribbed crew neckline. <br />&bull; Machine wash/dry.</p>";29;Tristan Endurance Tank;tristan-endurance-tank;pattern_solid;;style_general_tank;m/t/mt02-white_main.jpg;m/t/mt02-white_main.jpg;m/t/mt02-white_main.jpg
MT03;top_color_size;;default_category_men_tops_tanks;climate_all_weather,climate_indoor,climate_warm;"<p>Chances are your workout goes beyond free weights, which is why the Primo Endurance Tank employs maximum versatility. Run, lift or play ball &ndash; this breathable mesh top will keep you cool during all your activities.</p>
<p>&bull; Red heather tank with gray pocket.<br />&bull; Chafe-resistant flatlock seams. <br />&bull; Relaxed fit. <br />&bull; Contrast topstitching.<br />&bull; Machine wash/dry.</p>";29;Primo Endurance Tank;primo-endurance-tank;pattern_solid;;style_general_tank;m/t/mt03-red_main.jpg;m/t/mt03-red_main.jpg;m/t/mt03-red_main.jpg
MT04;top_color_size;;default_category_men_tops_tanks;climate_all_weather,climate_indoor,climate_warm;"<p>When training pushes your limits, you need gear that works harder than you. Our mesh Helio Training Tank is crafted from super-soft, ultra-lightweight fabric that stretches in all directions to follow your every move, on mat, court or street.</p>
<p>&bull; Blue heather tank with gray pocket.<br />&bull; Contrast sides and back inserts.<br />&bull; Self-fabric binding at neck and armholes. <br />&bull; Machine wash/dry.</p>";32;Helios Endurance Tank;helios-endurance-tank;pattern_solid;;style_general_tank;m/t/mt04-blue_main.jpg;m/t/mt04-blue_main.jpg;m/t/mt04-blue_main.jpg
MT05;top_color_size;;default_category_men_tops_tanks;climate_all_weather,climate_indoor,climate_warm;"<p>Weights? Heavy Bag? Bikram? However you get sweaty, you'll be prepared with the moisture-wicking all-purpose Rocco Gym Tank. The free-moving cut gives you maximum range of motion, with flatlock seams to eliminate chafing.</p>
<p>&bull; Light blue heather gray tank.<br />&bull; Quick-drying, moisture-wicking.<br />&bull; 4-way stretch construction.<br />&bull; Flatlock seams prevent chafing.<br />&bull; Mesh at back for breathability.<br />&bull; 100% Polyester.<br />&bull; UPF 50 protection.</p>";24;Rocco Gym Tank;rocco-gym-tank;pattern_solid;;style_general_tank;m/t/mt05-blue_main.jpg;m/t/mt05-blue_main.jpg;m/t/mt05-blue_main.jpg
MT06;top_color_size;;default_category_men_tops_tanks;climate_all_weather,climate_indoor,climate_warm;"<p>The Olympic styled Vulcan Weightlifting Tank features polyester stretch and flex. Hit the rack in sleeveless style and unleash your personal best. This tank is designed to max performance, comfort and range of motion.</p>
<p>&bull; Black polyester spandex tank.<br />&bull; 100% polyester.<br />&bull; Freedom of movement.<br />&bull; No-chafe seams.</p>";28;Vulcan Weightlifting Tank;vulcan-weightlifting-tank;pattern_solid;;style_general_tank;m/t/mt06-black_main.jpg;m/t/mt06-black_main.jpg;m/t/mt06-black_main.jpg
MT07;top_color_size;;default_category_men_tops_tanks,default_category_collections_eco_friendly,default_category;climate_all_weather,climate_indoor,climate_warm;"<p>The Argus All-Weather Tank is sure to become your favorite base layer or go-to cover for hot outdoor workouts. With its subtle reflective safely trim, you can even wear it jogging on urban evenings.</p>
<p>&bull; Dark gray polyester spandex tank.<br />&bull; Reflective details for nighttime visibility. <br />&bull; Stash pocket.<br />&bull; Anti-chafe flatlock seams.</p>";22;Argus All-Weather Tank;argus-all-weather-tank;pattern_solid;;style_general_tank;m/t/mt07-gray_main.jpg;m/t/mt07-gray_main.jpg;m/t/mt07-gray_main.jpg
MT08;top_color_size;;default_category_men_tops_tanks;climate_all_weather,climate_indoor,climate_warm;"<p>The high performance Sparta Gym Tank is made with thin, light, merino wool and aims to be the perfect base layer or balmy weather running and fitness top.</p>
<p>&bull; Green polyester tank.<br />&bull; Ultra lightweight.<br />&bull; Naturally odor-resistant.<br />&bull; Close-to-body athletic fit.<br />&bull; Chafe-resistant flatlock seams.</p>";29;Sparta Gym Tank;sparta-gym-tank;pattern_solid;;style_general_tank;m/t/mt08-green_main.jpg;m/t/mt08-green_main.jpg;m/t/mt08-green_main.jpg
MT09;top_color_size;;default_category_men_tops_tanks;climate_all_weather,climate_indoor,climate_warm;"<p>Solid in color and construction, the 100% cotton-weave Sinbad Fitness Tank moves with you as you press, hold, crunch and stride your way to the ultimate you.</p>
<p>&bull; Teal polyester tank.<br />&bull; Premium fit tank top.<br />&bull; Ultra lightweight.<br />&bull; Naturally odor-resistant.</p>";29;Sinbad Fitness Tank;sinbad-fitness-tank;pattern_solid;;style_general_tank;m/t/mt09-blue_main.jpg;m/t/mt09-blue_main.jpg;m/t/mt09-blue_main.jpg
MT10;top_color_size;;default_category_men_tops_tanks;climate_all_weather,climate_indoor,climate_warm;"<p>Whether you're classy or just sweaty, the Tiberius Gym Tank helps you look good while you're at it. What's more, its moisture-wicking, quick-drying, anti-microbial and anti-odor construction help ensure you're welcome back to the gym.</p>
<p>&bull; Yellow scoop neck cotton tank.<br />&bull; Comfortable, relaxed fit.<br />&bull; 55% Hemp / 45% Organic Cotton.<br />&bull; Pesticide- and herbicide-free hemp.</p>";18;Tiberius Gym Tank;tiberius-gym-tank;pattern_solid;;style_general_tank;m/t/mt10-yellow_main.jpg;m/t/mt10-yellow_main.jpg;m/t/mt10-yellow_main.jpg
MT11;top_color_size;;default_category_men_tops_tanks,default_category_collections_eco_friendly,default_category;climate_all_weather,climate_indoor,climate_warm;"<p>From weekend warrior to Warrior Pose II, no role can beat the Atlas Fitness Tank, a versatile top for gym and yoga studio. Wicking-weave soft fabric helps prevent uncomfortable chafing.</p>
<p>&bull; Teal scoop neck cotton tank.<br />&bull; Triblend, soft fabric.<br />&bull; Relaxed fit.</p>";18;Atlas Fitness Tank;atlas-fitness-tank;pattern_solid;;style_general_tank;m/t/mt11-blue_main.jpg;m/t/mt11-blue_main.jpg;m/t/mt11-blue_main.jpg
MT12;top_color_size;;default_category_men_tops_tanks;climate_all_weather,climate_indoor,climate_warm;"<p>Whether you're up against a partner or the clock, the Cassius Sparring Tank is in your corner, moving effortless with your body. The light and loose feel gives you no reason to give up before the bell or the end of the block.</p>
<p>&bull; Royal crewneck cotton tank.<br />&bull; Contrast stitching.<br />&bull; Self fabric binding at neckline.<br />&bull; Slim fit.<br />&bull; 96% Merino / 4% LYCRA&reg;.</p>";18;Cassius Sparring Tank;cassius-sparring-tank;pattern_solid;;style_general_tank;m/t/mt12-blue_main.jpg;m/t/mt12-blue_main.jpg;m/t/mt12-blue_main.jpg
WB01;top_color_size;;default_category_women_tops_bras_and_tanks,default_category_promotions_women_sale,default_category_collections_eco_friendly,default_category;climate_indoor,climate_warm;"<p>A heavenly soft and stylish eco garment, the Electra Bra Top is perfect for wearing on its own as a hot yoga top or layered under a tank.</p>
<p>&bull; Gray rouched bra top.<br />&bull; Attractive back straps feature contrasting motif fabric.<br />&bull; Interior bra top is lined with breathable mesh.<br />&bull; Elastic underband for superior support.<br />&bull; Removable cup inserts.<br />&bull; Chafe-free flat lock seams provide added comfort.</p>";39;Electra Bra Top;electra-bra-top;pattern_solid;;style_general_bra;w/b/wb01-gray_main.jpg;w/b/wb01-gray_main.jpg;w/b/wb01-gray_main.jpg
WB02;top_color_size;;default_category_women_tops_bras_and_tanks;climate_indoor,climate_warm;"<p>Perfect for medium-impact workouts, our Erica EverCool&trade; Sports Bra brings a brilliant combo of comfort and style. Moisture-wicking technology keeps you dry, and the flattering hybrid racerback promises an unbeatable range of motion.</p>
<p>&bull; Honeycomb light blue bra top.<br />&bull; Elastic hem.<br />&bull; Reinforced binding. <br />&bull; Machine wash/dry.</p>";39;Erica Evercool Sports Bra;erica-evercool-sports-bra;pattern_solid;;style_general_bra;w/b/wb02-blue_main.jpg;w/b/wb02-blue_main.jpg;w/b/wb02-blue_main.jpg
WB03;top_color_size;;default_category_women_tops_bras_and_tanks,default_category_collections_new_luma_yoga_collection,default_category_collections_performance_fabrics,default_category;climate_indoor,climate_warm;"<p>Whatever your goals for the day's workout, the Celeste Sports Bra lets you do it in comfort and coolness, plus enhanced support and shaping. A power mesh back zone and moisture-wicking fabric ensure you stay dry.</p>
<p>&bull; Mint bra top. <br />&bull; Seam-free interior molded cups<br />&bull; Odor control. <br />&bull; UV protection. <br />&bull; Machine wash/dry.</p>";39;Celeste Sports Bra;celeste-sports-bra;pattern_solid;;style_general_bra;w/b/wb03-green_main.jpg;w/b/wb03-green_main.jpg;w/b/wb03-green_main.jpg
WB04;top_color_size;;default_category_women_tops_bras_and_tanks;climate_indoor,climate_warm;"<p>Pull on the Prima Compete Bra Top and you'll love the fabric: soft, stretchy, and ultra lightweight. But you'll also love the racerback cut, for freer movement through all your athletic feats. <br />`<br />&bull; Colorblocked details.<br />&bull; Machine wash/line dry.</p>";24;Prima Compete Bra Top;prima-compete-bra-top;pattern_solid;;style_general_bra;w/b/wb04-blue_main.jpg;w/b/wb04-blue_main.jpg;w/b/wb04-blue_main.jpg
WB05;top_color_size;;default_category_women_tops_bras_and_tanks;climate_indoor,climate_warm;"<p>Being cool is a big part of being comfy, which is why the Lucia Cross-Fit Bra features moisture-wicking technology as well as soft, lightweight fabric.</p>
<p>&bull; Black/white bra top. <br />&bull; Criss-cross back design. <br />&bull; Machine wash/dry.</p>";39;Lucia Cross-Fit Bra ;lucia-cross-fit-bra;pattern_checked;;style_general_bra;w/b/wb05-black_main.jpg;w/b/wb05-black_main.jpg;w/b/wb05-black_main.jpg
WH01;top_color_size;;default_category_women_tops_hoodies_and_sweatshirts,default_category_collections_new_luma_yoga_collection,default_category_collections_erin_recommends,default_category;climate_all_weather,climate_cool,climate_mild,climate_spring;"Whether you're after energizing activity or eye-catching apparel, the Mona Pullover is what you want. You'll stay warm and look fashionable, wherever you are.<br /> <br /> &bull; Light green heathered hoodie. <br /> &bull; Long-Sleeve, pullover.<br /> &bull; Long elliptical hem for extra coverage.<br /> &bull; Deep button placket for layering.<br /> &bull; Double rib design.<br /> &bull; Mid layer, mid weight.<br /> &bull; 98% Merino Wool / 2% Spandex";57;Mona Pullover Hoodlie;mona-pullover-hoodlie;pattern_solid;;style_general_hoodie,style_general_pullover;w/h/wh01-green_main.jpg;w/h/wh01-green_main.jpg;w/h/wh01-green_main.jpg
WH02;top_color_size;;default_category_women_tops_hoodies_and_sweatshirts,default_category_promotions_women_sale,default_category;climate_all_weather,climate_cool,climate_mild,climate_spring;"<p>Get ready to rule the studio and dominate the yoga mat in the Hera Pullover Hoodie, a cozy yet classy look for any level of yogi.</p>
<p>&bull; Teal with purple stiching.<br />&bull; Hoodie pullover.<br />&bull; Snug fit.</p>";48;Hera Pullover Hoodie;hera-pullover-hoodie;pattern_solid;;style_general_hoodie,style_general_pullover;w/h/wh02-blue_main.jpg;w/h/wh02-blue_main.jpg;w/h/wh02-blue_main.jpg
WH03;top_color_size;;default_category_women_tops_hoodies_and_sweatshirts;climate_indoor,climate_mild,climate_spring;"<p>With ultra-soft fleece fabric and an athletic design, our short-sleeve Autumn Pullie delivers a comfortable fit that makes it an everyday essential. A luxurious roll neck protects you from elements.</p>
<p>&bull; Cayenne Short-Sleeve roll neck sweatshirt. <br />&bull; Relaxed fit. <br />&bull; Short-Sleeves. <br />&bull; Machine wash/dry.</p>";57;Autumn Pullie;autumn-pullie;pattern_solid;;style_general_pullover,style_general_sweatshirt;w/h/wh03-red_main.jpg;w/h/wh03-red_main.jpg;w/h/wh03-red_main.jpg
WH04;top_color_size;;default_category_women_tops_hoodies_and_sweatshirts;climate_all_weather,climate_cool,climate_spring;"<p>After quality gym time, put on the Miko Pullover Hoody and keep your body warm. You'll find it's fashionable enough for the streets, but comfy enough to relax in at home.</p>
<p>&bull; Teal two-tone hoodie.<br />&bull; Low scoop neckline.<br />&bull; Adjustable hood drawstrings.<br />&bull; Longer rounded hemline for extra back coverage.<br />&bull; Long-Sleeve style.</p>";69;Miko Pullover Hoodie;miko-pullover-hoodie;pattern_solid;;style_general_pullover,style_general_sweatshirt;w/h/wh04-blue_main.jpg;w/h/wh04-blue_main.jpg;w/h/wh04-blue_main.jpg
WH05;top_color_size;;default_category_women_tops_hoodies_and_sweatshirts;climate_indoor,climate_mild,climate_spring;"<p>The Selene Yoga Hoodie gets you to and from the studio in semi form-fitted comfort. Snug, sleek contours add fashion to function in this free-moving yoga warm up sweatshirt.</p>
<p>&bull; Ivory heather full zip 3/4 sleeve hoodie.<br />&bull; Zip pocket at arm for convenient storage.<br />&bull; 24.0"" body length.<br />&bull; 89% Polyester / 11% Spandex.</p>";42;Selene Yoga Hoodie;selene-yoga-hoodie;pattern_solid;;style_general_hoodie,style_general_full_zip;w/h/wh05-white_main.jpg;w/h/wh05-white_main.jpg;w/h/wh05-white_main.jpg
